id,utterance,dataset,gt,gtId,maintable,dataset2
VIS_2227,"Return the average price of products that have each category code in a bar chart, and order Y in desc order please.",customer_complaints_products,"{'data': {'url': 'products.csv'}, 'encoding': {'x': {'field': 'product_category_code', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'product_price'}}, 'transform': [], 'mark': 'bar'}",VIS_2227,customer_complaints_products,VIS_2227
VIS_6271,"Show all template type codes and number of templates for each with a bar chart, could you list Y-axis in descending order please?",cre_doc_template_mgt_templates,"{'data': {'url': 'templates.csv'}, 'encoding': {'x': {'field': 'template_type_code', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_6271,cre_doc_template_mgt_templates,VIS_6271
VIS_2864,"Show me how many in each class of all races using a bar chart, and I want to order in descending by the Class.",race_track_race,"{'data': {'url': 'race.csv'}, 'encoding': {'x': {'field': 'class', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'class'}}, 'transform': [], 'mark': 'bar'}",VIS_2864,race_track_race,VIS_2864
VIS_6851,Show the trend about the frequency of the claim dates.,insurance_policies_settlements,"{'data': {'url': 'settlements.csv'}, 'encoding': {'x': {'field': 'date_claim_settled', 'type': 'ordinal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date_claim_settled'}}, 'transform': [], 'mark': 'line'}",VIS_6851,insurance_policies_settlements,VIS_6851
VIS_2754,"Show names and seatings, ordered by seating for all tracks opened after 2000 in a bar chart.",race_track_track,"{'data': {'url': 'track.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'ordinal', 'sort': 'y'}, 'y': {'field': 'seating', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.year_opened > 2000.0'}], 'mark': 'bar'}",VIS_2754,race_track_track,VIS_2754
VIS_4304,"Compare how many events by different event details using a bar chart, and sort names from high to low order.",local_govt_in_alabama_events,"{'data': {'url': 'events.csv'}, 'encoding': {'x': {'field': 'event_details', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'event_details'}}, 'transform': [], 'mark': 'bar'}",VIS_4304,local_govt_in_alabama_events,VIS_4304
VIS_7011,"Which catalog contents has price above 700 dollars? Show their catalog entry names and capacities, list in desc by the x-axis.",product_catalog_catalog_contents,"{'data': {'url': 'catalog_contents.csv'}, 'encoding': {'x': {'field': 'catalog_entry_name', 'type': 'nominal', 'sort': 'descending'}, 'y': {'field': 'capacity', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.price_in_dollars > 700.0'}], 'mark': 'bar'}",VIS_7011,product_catalog_catalog_contents,VIS_7011
VIS_6212,"Return a bar chart about the distribution of Sex and the average of Weight , and group by attribute Sex, and I want to display by the y-axis from low to high please.",candidate_poll_people,"{'data': {'url': 'people.csv'}, 'encoding': {'x': {'field': 'sex', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'weight'}}, 'transform': [], 'mark': 'bar'}",VIS_6212,candidate_poll_people,VIS_6212
VIS_3539,"Take the first name of all the good customers as the X-axis and gender of all the good customers as Y-axis in a bar chart, and order by their last name.",products_for_hire_customers,"{'data': {'url': 'customers.csv'}, 'encoding': {'x': {'field': 'last_name', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'field': 'gender_mf', 'type': 'quantitative'}}, 'transform': [{'filter': ""datum.good_or_bad_customer == 'good'""}], 'mark': 'bar'}",VIS_3539,products_for_hire_customers,VIS_3539
VIS_4981,"Show the total number of the first year of parties with the theme ""Spring"" or ""Teqnology"" with a bar chart, bin the first year into weekday interval and count the first year, rank by the Y in descending please.",party_host_party,"{'data': {'url': 'party.csv'}, 'encoding': {'x': {'field': 'first_year', 'type': 'ordinal', 'timeUnit': 'day', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'first_year'}}, 'transform': [{'filter': {'or': ['datum.party_theme == ""Spring""', 'datum.party_theme == ""Teqnology""']}}], 'mark': 'bar'}",VIS_4981,party_host_party,VIS_4981
VIS_4929,"Show all calendar dates and day Numbers Plot them as line chart, rank by the Calendar_Date from high to low please.",cre_doc_tracking_db_ref_calendar,"{'data': {'url': 'ref_calendar.csv'}, 'encoding': {'x': {'field': 'calendar_date', 'type': 'ordinal', 'sort': 'descending'}, 'y': {'field': 'day_number', 'type': 'quantitative'}}, 'transform': [], 'mark': 'line'}",VIS_4929,cre_doc_tracking_db_ref_calendar,VIS_4929
VIS_5479,"For those employees who was hired before 2002-06-21, give me the comparison about the average of department_id over the  job_id , and group by attribute job_id by a bar chart.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'job_id', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'department_id'}}, 'transform': [{'filter': 'datetime(datum.hire_date) < datetime(2002,6,21)'}], 'mark': 'bar'}",VIS_5479,hr_1_employees,VIS_5479
VIS_599,"List how many students in each last name who majored in 600 using a bar chart, and show names from high to low order.",restaurant_1_student,"{'data': {'url': 'student.csv'}, 'encoding': {'x': {'field': 'lname', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'lname'}}, 'transform': [{'filter': 'datum.major == 600.0'}], 'mark': 'bar'}",VIS_599,restaurant_1_student,VIS_599
VIS_4400,"For all employees who have the letters D or S in their first name, find hire_date and the sum of manager_id bin hire_date by weekday, and visualize them by a bar chart, and I want to order from high to low by the Y.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'day', 'sort': '-y'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'manager_id'}}, 'transform': [{'filter': {'or': [""test(regexp('.*D.*$'), datum.first_name)"", ""test(regexp('.*S.*$'), datum.first_name)""]}}], 'mark': 'bar'}",VIS_4400,hr_1_employees,VIS_4400
VIS_3743,"A bar chart shows the distribution of Start_from and the average of Shop_ID bin start_from by weekday, list by the Y-axis in asc.",employee_hire_evaluation_hiring,"{'data': {'url': 'hiring.csv'}, 'encoding': {'x': {'field': 'start_from', 'type': 'ordinal', 'timeUnit': 'day', 'sort': 'y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'shop_id'}}, 'transform': [], 'mark': 'bar'}",VIS_3743,employee_hire_evaluation_hiring,VIS_3743
VIS_1636,Find the total credits of courses provided by different department. Plot them as bar chart.,college_2_course,"{'data': {'url': 'course.csv'}, 'encoding': {'x': {'field': 'dept_name', 'type': 'nominal'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'credits'}}, 'transform': [], 'mark': 'bar'}",VIS_1636,college_2_course,VIS_1636
VIS_728,"How many accounts for different account details? Draw a bar chart, list by the Y-axis in desc.",customers_and_invoices_accounts,"{'data': {'url': 'accounts.csv'}, 'encoding': {'x': {'field': 'other_account_details', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'other_account_details'}}, 'transform': [], 'mark': 'bar'}",VIS_728,customers_and_invoices_accounts,VIS_728
VIS_2249,"Show how many cinemas open for each year in a line chart, show X-axis in descending order.",cinema_cinema,"{'data': {'url': 'cinema.csv'}, 'encoding': {'x': {'field': 'openning_year', 'type': 'ordinal', 'timeUnit': 'year', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'openning_year'}}, 'transform': [], 'mark': 'line'}",VIS_2249,cinema_cinema,VIS_2249
VIS_1326,Show the number of games for each away team in a pie chart.,game_injury_game,"{'data': {'url': 'game.csv'}, 'encoding': {'theta': {'aggregate': 'count', 'field': 'away_team', 'type': 'quantitative'}, 'color': {'field': 'away_team', 'type': 'nominal'}}, 'transform': [], 'mark': 'arc'}",VIS_1326,game_injury_game,VIS_1326
VIS_4619,"Show the number of companies whose headquarters are not from USA fpr each main industry in a bar chart, display bars in descending order.",gas_company_company,"{'data': {'url': 'company.csv'}, 'encoding': {'x': {'field': 'main_industry', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'main_industry'}}, 'transform': [{'filter': ""datum.headquarters != 'USA'""}], 'mark': 'bar'}",VIS_4619,gas_company_company,VIS_4619
VIS_4299,"For all employees who have the letters D or S in their first name, visualize a scatter chart about the correlation between  salary and  department_id .",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'salary', 'type': 'quantitative'}, 'y': {'field': 'department_id', 'type': 'quantitative'}}, 'transform': [{'filter': {'or': [""test(regexp('.*D.*$'), datum.first_name)"", ""test(regexp('.*S.*$'), datum.first_name)""]}}], 'mark': 'point'}",VIS_4299,hr_1_employees,VIS_4299
VIS_5522,"Draw a bar chart for how many people are under 40 for each gender?, and rank in desc by the x-axis.",network_2_person,"{'data': {'url': 'person.csv'}, 'encoding': {'x': {'field': 'gender', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.age < 40.0'}], 'mark': 'bar'}",VIS_5522,network_2_person,VIS_5522
VIS_1579,"For those wines whose price is bigger than 100, count their total number of each year and sort by year in a bar chart.",wine_1_wine,"{'data': {'url': 'wine.csv'}, 'encoding': {'x': {'field': 'year', 'type': 'ordinal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'year'}, 'color': {'field': 'grape', 'type': 'nominal'}}, 'transform': [{'filter': 'datum.price > 100.0'}], 'mark': 'bar'}",VIS_1579,wine_1_wine,VIS_1579
VIS_7181,Show me a bar chart for how many matches were played each year?,wta_1_matches,"{'data': {'url': 'matches.csv'}, 'encoding': {'x': {'field': 'year', 'type': 'ordinal', 'timeUnit': 'year'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'count(*'}}, 'transform': [], 'mark': 'bar'}",VIS_7181,wta_1_matches,VIS_7181
VIS_177,"Return a histogram on what are the names and distances for all airplanes?, display in descending by the total number.",flight_1_aircraft,"{'data': {'url': 'aircraft.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'ordinal', 'sort': '-y'}, 'y': {'field': 'distance', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_177,flight_1_aircraft,VIS_177
VIS_985,"Show me mean cloud cover by date in a histogram, could you display the average of cloud cover in ascending order?",bike_1_weather,"{'data': {'url': 'weather.csv'}, 'encoding': {'x': {'field': 'date', 'type': 'ordinal', 'timeUnit': 'year', 'sort': 'y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'cloud_cover'}}, 'transform': [], 'mark': 'bar'}",VIS_985,bike_1_weather,VIS_985
VIS_3925,"Draw a bar chart about the distribution of ACC_Road and the amount of ACC_Road , and group by attribute ACC_Road, and sort total number in descending order.",university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'x': {'field': 'acc_road', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'acc_road'}}, 'transform': [], 'mark': 'bar'}",VIS_3925,university_basketball_basketball_match,VIS_3925
VIS_1760,A bar chart for listing the number of the phone numbers of all employees.,chinook_1_employee,"{'data': {'url': 'employee.csv'}, 'encoding': {'x': {'field': 'phone', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'phone'}}, 'transform': [], 'mark': 'bar'}",VIS_1760,chinook_1_employee,VIS_1760
VIS_4025,Return a pie on how many captains are in each rank?,ship_1_captain,"{'data': {'url': 'captain.csv'}, 'encoding': {'theta': {'aggregate': 'count', 'type': 'quantitative'}, 'color': {'field': 'rank', 'type': 'nominal'}}, 'transform': [], 'mark': 'arc'}",VIS_4025,ship_1_captain,VIS_4025
VIS_5858,"Show me about the distribution of  Days and the sum of Instructor , and group by attribute Days in a bar chart.",college_3_course,"{'data': {'url': 'course.csv'}, 'encoding': {'x': {'field': 'days', 'type': 'ordinal', 'sort': {'field': 'credits', 'order': 'ascending'}}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'instructor'}}, 'transform': [], 'mark': 'bar'}",VIS_5858,college_3_course,VIS_5858
VIS_2448," For those employees whose first name does not contain the letter M, display their average salary by binning the hire date into the day of week interval for visualizing a bar chart.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'day'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'salary'}}, 'transform': [{'filter': {'not': ""test(regexp('.*M.*$'), datum.first_name)""}}], 'mark': 'bar'}",VIS_2448,hr_1_employees,VIS_2448
VIS_1544,"Display a bar chart for how many orchestras does each record company manage?, could you sort by the y-axis in descending please?",orchestra_orchestra,"{'data': {'url': 'orchestra.csv'}, 'encoding': {'x': {'field': 'record_company', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_1544,orchestra_orchestra,VIS_1544
VIS_6954,Draw a bar chart about the distribution of  personal_name and  author_id .,e_learning_course_authors_and_tutors,"{'data': {'url': 'course_authors_and_tutors.csv'}, 'encoding': {'x': {'field': 'personal_name', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'field': 'author_id', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_6954,e_learning_course_authors_and_tutors,VIS_6954
VIS_398,"Show how many registration date from each registration date, and I want to display by the the number of registration date in ascending.",voter_2_voting_record,"{'data': {'url': 'voting_record.csv'}, 'encoding': {'x': {'field': 'registration_date', 'type': 'ordinal', 'timeUnit': 'day', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'registration_date'}}, 'transform': [], 'mark': 'bar'}",VIS_398,voter_2_voting_record,VIS_398
VIS_5002,"List document type codes and the number of documents in each code Visualize by bar chart, sort from low to high by the Y.",cre_docs_and_epenses_documents,"{'data': {'url': 'documents.csv'}, 'encoding': {'x': {'field': 'document_type_code', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_5002,cre_docs_and_epenses_documents,VIS_5002
VIS_1796,"Show me about the distribution of Date_of_Birth and Weight in a bar chart, and could you rank by the y axis from low to high?",candidate_poll_people,"{'data': {'url': 'people.csv'}, 'encoding': {'x': {'field': 'date_of_birth', 'type': 'ordinal', 'sort': 'y'}, 'y': {'field': 'weight', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_1796,candidate_poll_people,VIS_1796
VIS_620,Show all role codes and the number of employees in each role by a bar chart.,cre_doc_tracking_db_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'role_code', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_620,cre_doc_tracking_db_employees,VIS_620
VIS_3680,List all the customers in increasing order of IDs by a bar chart.,insurance_fnol_customers,"{'data': {'url': 'customers.csv'}, 'encoding': {'x': {'field': 'customer_name', 'type': 'ordinal', 'sort': 'y'}, 'y': {'field': 'customer_id', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_3680,insurance_fnol_customers,VIS_3680
VIS_3142,"how many sections does each course has?, and could you list x axis in descending order?",college_1_class,"{'data': {'url': 'class.csv'}, 'encoding': {'x': {'field': 'crs_code', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_3142,college_1_class,VIS_3142
VIS_6413,"Draw a bar chart about the distribution of  ACC_Road and the sum of Team_ID , and group by attribute ACC_Road.",university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'x': {'field': 'acc_road', 'type': 'nominal'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'team_id'}}, 'transform': [], 'mark': 'bar'}",VIS_6413,university_basketball_basketball_match,VIS_6413
VIS_685,"Draw a bar chart about the distribution of Nationality and the average of ID , and group by attribute Nationality, and I want to show by the x-axis in descending.",swimming_swimmer,"{'data': {'url': 'swimmer.csv'}, 'encoding': {'x': {'field': 'nationality', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'id'}}, 'transform': [], 'mark': 'bar'}",VIS_685,swimming_swimmer,VIS_685
VIS_1733,"What is the number of start dates for incidents with incident type code ""NOISE""? Bin by year and return a bar chart, and I want to order in descending by the Y-axis.",behavior_monitoring_behavior_incident,"{'data': {'url': 'behavior_incident.csv'}, 'encoding': {'x': {'field': 'date_incident_start', 'type': 'ordinal', 'timeUnit': 'year', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date_incident_start'}}, 'transform': [{'filter': 'datum.incident_type_code == ""NOISE""'}], 'mark': 'bar'}",VIS_1733,behavior_monitoring_behavior_incident,VIS_1733
VIS_1471,Show average of budget in each year and bin creation time by year in a line chart.,department_management_department,"{'data': {'url': 'department.csv'}, 'encoding': {'x': {'field': 'creation', 'type': 'ordinal', 'timeUnit': 'year'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'budget_in_billions'}}, 'transform': [], 'mark': 'line'}",VIS_1471,department_management_department,VIS_1471
VIS_3504,"For those employees who was hired before 2002-06-21, return a bar chart about the distribution of hire_date and the sum of manager_id bin hire_date by time, order by the Y in descending.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'month', 'sort': '-y'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'manager_id'}}, 'transform': [{'filter': 'datetime(datum.hire_date) < datetime(2002,6,21)'}], 'mark': 'bar'}",VIS_3504,hr_1_employees,VIS_3504
VIS_2854,"A bar chart for how many competitions for each country, and rank by the the number of country in desc.",sports_competition_competition,"{'data': {'url': 'competition.csv'}, 'encoding': {'x': {'field': 'country', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'country'}}, 'transform': [], 'mark': 'bar'}",VIS_2854,sports_competition_competition,VIS_2854
VIS_4647,"Return a bar chart showing the number of templates with a version number greater than 5 for each template type code, and order y-axis in ascending order.",cre_doc_template_mgt_templates,"{'data': {'url': 'templates.csv'}, 'encoding': {'x': {'field': 'template_type_code', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'template_type_code'}}, 'transform': [{'filter': 'datum.version_number > 5.0'}], 'mark': 'bar'}",VIS_4647,cre_doc_template_mgt_templates,VIS_4647
VIS_4495,"Give me the comparison about Team_ID over the All_Neutral by a bar chart, and display in desc by the y-axis please.",university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'x': {'field': 'all_neutral', 'type': 'ordinal', 'sort': '-y'}, 'y': {'field': 'team_id', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_4495,university_basketball_basketball_match,VIS_4495
VIS_776,"Create a bar chart showing maximal revenue across headquarter, sort from high to low by the y axis.",manufactory_1_manufacturers,"{'data': {'url': 'manufacturers.csv'}, 'encoding': {'x': {'field': 'headquarter', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'max', 'type': 'quantitative', 'field': 'revenue'}}, 'transform': [], 'mark': 'bar'}",VIS_776,manufactory_1_manufacturers,VIS_776
VIS_6241,"Find All_Home and the average of School_ID , and group by attribute All_Home, and visualize them by a bar chart, rank mean school id in ascending order.",university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'x': {'field': 'all_home', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'school_id'}}, 'transform': [], 'mark': 'bar'}",VIS_6241,university_basketball_basketball_match,VIS_6241
VIS_5154,"Bar chart x axis duration y axis how many duration, and could you order X from low to high order?",musical_actor,"{'data': {'url': 'actor.csv'}, 'encoding': {'x': {'field': 'duration', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'duration'}}, 'transform': [], 'mark': 'bar'}",VIS_5154,musical_actor,VIS_5154
VIS_1102,"Show the average salary by each hire date of employees, and please bin the hire date into the Month interval for showing a bar chart.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'month'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'salary'}}, 'transform': [], 'mark': 'bar'}",VIS_1102,hr_1_employees,VIS_1102
VIS_1955,"Which directors had a movie in either 1999 or 2000, and count them by a bar chart, I want to order Y from low to high order.",culture_company_movie,"{'data': {'url': 'movie.csv'}, 'encoding': {'x': {'field': 'director', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'director'}}, 'transform': [{'filter': {'or': ['datum.year == 1999.0', 'datum.year == 2000.0']}}], 'mark': 'bar'}",VIS_1955,culture_company_movie,VIS_1955
VIS_7084,"Draw a bar chart for how many players played each position?, order by the x axis from low to high.",match_season_match_season,"{'data': {'url': 'match_season.csv'}, 'encoding': {'x': {'field': 'position', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_7084,match_season_match_season,VIS_7084
VIS_1665,"Visualize a bar chart about the distribution of Date_of_Birth and Height , and list from high to low by the Date_of_Birth please.",candidate_poll_people,"{'data': {'url': 'people.csv'}, 'encoding': {'x': {'field': 'date_of_birth', 'type': 'ordinal', 'sort': 'descending'}, 'y': {'field': 'height', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_1665,candidate_poll_people,VIS_1665
VIS_3820,"For those employees who was hired before 2002-06-21, a bar chart shows the distribution of job_id and the sum of employee_id , and group by attribute job_id, list by the Y from low to high.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'job_id', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'employee_id'}}, 'transform': [{'filter': 'datetime(datum.hire_date) < datetime(2002,6,21)'}], 'mark': 'bar'}",VIS_3820,hr_1_employees,VIS_3820
VIS_4498,"A bar chart for showing the number of the dates of transactions if the share count is bigger than 100 or the amount is bigger than 1000, list Y in descending order.",tracking_share_transactions_transactions,"{'data': {'url': 'transactions.csv'}, 'encoding': {'x': {'field': 'date_of_transaction', 'type': 'ordinal', 'timeUnit': 'day', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date_of_transaction'}}, 'transform': [{'filter': {'or': ['datum.share_count > 100.0', 'datum.amount_of_transaction > 1000.0']}}], 'mark': 'bar'}",VIS_4498,tracking_share_transactions_transactions,VIS_4498
VIS_1936,"Give me a bar chart for total number of school id of each all home, and rank by the y axis from high to low.",university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'x': {'field': 'all_home', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'school_id'}}, 'transform': [], 'mark': 'bar'}",VIS_1936,university_basketball_basketball_match,VIS_1936
VIS_2859,"Create a bar chart showing mean amount of transaction across transaction type code, rank Y-axis in asc order.",tracking_share_transactions_transactions,"{'data': {'url': 'transactions.csv'}, 'encoding': {'x': {'field': 'transaction_type_code', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'amount_of_transaction'}}, 'transform': [], 'mark': 'bar'}",VIS_2859,tracking_share_transactions_transactions,VIS_2859
VIS_4120,"Plot how many minister by grouped by minister as a bar graph, and list in desc by the y axis.",party_people_party,"{'data': {'url': 'party.csv'}, 'encoding': {'x': {'field': 'minister', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'minister'}}, 'transform': [], 'mark': 'bar'}",VIS_4120,party_people_party,VIS_4120
VIS_5449,"Give me a bar graph showing the total number of different product names, I want to rank by the Y-axis in ascending.",solvency_ii_products,"{'data': {'url': 'products.csv'}, 'encoding': {'x': {'field': 'product_name', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'product_name'}}, 'transform': [], 'mark': 'bar'}",VIS_5449,solvency_ii_products,VIS_5449
VIS_695,"What is the number of players who have points less than 30 for each position Plot them as bar chart, list in asc by the x axis please.",sports_competition_player,"{'data': {'url': 'player.csv'}, 'encoding': {'x': {'field': 'position', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.points < 30.0'}], 'mark': 'bar'}",VIS_695,sports_competition_player,VIS_695
VIS_6170,"For all employees who have the letters D or S in their first name, draw a bar chart about the distribution of  hire_date and the average of manager_id bin hire_date by time.",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'month'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'manager_id'}}, 'transform': [{'filter': {'or': [""test(regexp('.*D.*$'), datum.first_name)"", ""test(regexp('.*S.*$'), datum.first_name)""]}}], 'mark': 'bar'}",VIS_6170,hr_1_employees,VIS_6170
VIS_1233,"For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40, find job_id and the average of department_id , and group by attribute job_id, and visualize them by a bar chart, could you rank in ascending by the names?",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'job_id', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'department_id'}}, 'transform': [{'filter': {'or': [{'and': [{'field': 'salary', 'range': [8000.0, 12000.0]}, 'datum.commission_pct != ""null""']}, 'datum.department_id != 40.0']}}], 'mark': 'bar'}",VIS_1233,hr_1_employees,VIS_1233
VIS_1559,"Find meter_200 and the average of ID , and group by attribute meter_200, and visualize them by a bar chart, display from low to high by the X-axis.",swimming_swimmer,"{'data': {'url': 'swimmer.csv'}, 'encoding': {'x': {'field': 'meter_200', 'type': 'ordinal', 'sort': 'ascending'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'id'}}, 'transform': [], 'mark': 'bar'}",VIS_1559,swimming_swimmer,VIS_1559
VIS_4066,"Give me the comparison about meter_100 over the meter_400 , could you show by the meter_100 in ascending?",swimming_swimmer,"{'data': {'url': 'swimmer.csv'}, 'encoding': {'x': {'field': 'meter_400', 'type': 'ordinal', 'sort': 'y'}, 'y': {'field': 'meter_100', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_4066,swimming_swimmer,VIS_4066
VIS_3380,"Bin the Year into weekday interval, then group and count by Year, display Y-axis in desc order.",theme_gallery_exhibition,"{'data': {'url': 'exhibition.csv'}, 'encoding': {'x': {'field': 'year', 'type': 'ordinal', 'timeUnit': 'day', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'year'}}, 'transform': [], 'mark': 'bar'}",VIS_3380,theme_gallery_exhibition,VIS_3380
